timestamp	timestamp_density	decay	a	c
1705074061033	1705072791	100.0	0.5587379984967678	0.0992852611559153
1705076796365	1705076144	0.5767989329776592	0.3602029253263756	0.5678332405551892
1705164940479	1705163925	0.7435045015005002	0.1066327185246447	0.5352838800284946
1705168243495	1705167726	1.3436445481827275	0.0764143607354816	0.4069396538602484
1705180936343	1705180536	100.0	0.0979197571186352	0.0802303794269208
1705262349261	1705260856	0.8768689563187728	0.1568001577305792	0.5209475765154788
1705268954407	1705267468	100.0	0.6039596000625389	0.0879484984992798
1705272255894	1705271475	100.0	0.2014581642029198	0.0885035335502016
1705356920082	1705353794	1.243621207069023	0.1486302655222396	0.4216781631230969
1705356920082	1705356579	0.8435278426142047	0.1181393441699224	0.5984261837199899
1705364671663	1705360506	0.9435511837279092	0.1656718559101912	0.5312289621096661
1705074061033	1705072791	100.0	0.5587379984967678	0.09928526115591538
1705076796365	1705076144	0.5767989329776592	0.3602029253263756	0.5678332405551892
1705164940479	1705163925	0.7435045015005002	0.10663271852464475	0.5352838800284946
1705168243495	1705167726	1.3436445481827275	0.07641436073548163	0.40693965386024844
1705180936343	1705180536	100.0	0.09791975711863529	0.08023037942692088
1705262349261	1705260856	0.8768689563187728	0.15680015773057923	0.5209475765154788
1705268954407	1705267468	100.0	0.6039596000625389	0.08794849849927984
1705272255894	1705271475	100.0	0.20145816420291984	0.08850353355020163
1705356920082	1705353794	1.243621207069023	0.14863026552223962	0.4216781631230969
1705356920082	1705356579	0.8435278426142047	0.1181393441699224	0.5984261837199899
1705364671663	1705360506	0.9435511837279092	0.16567185591019126	0.5312289621096661
1705364671663	1705363414	1.1769389796598866	0.14108420519423087	0.5814766436705099
1705379075888	1705375503	1.610373457819273	0.052199402906805054	0.5051836286302873
1705442120160	1705440135	0.543457819273091	0.08016149543478826	0.7230416572003299
1705442120160	1705437597	1.0102334111370457	0.14233514996052687	0.5293157530320299
1705449324601	1705448673	0.7768456152050683	0.12605508954399844	0.5257445818506823
1705456527352	1705451719	100.0	0.28129355747094664	0.07594067102464364
1705496790339	1705495187	0.8435278426142047	0.1419709170668943	0.7201392372913812
1705496790339	1705492398	0.9102100700233411	0.08273208088231006	0.5514249772181253
1705504827675	1705503555	0.4434344781593864	0.21122850739312962	0.6906536718791781
1705504827675	1705501421	0.8101867289096365	0.28187604223581103	0.6065976561110036
1705507593654	1705506762	0.7101633877959319	0.15980966151718598	0.6549592661039044
1705665915476	1705655849	0.9768922974324774	0.1410508681645898	0.4388175950145698
1705789717468	1705784846	100.0	0.1961176149087042	0.06931013054751876
1705855645156	1705855340	1.0102334111370457	0.13048350774427958	0.7068282022164994
1705855645156	1705851520	1.443667889296432	0.10804468862517859	0.5313683059047263
1705916299647	1705911223	1.0435745248416137	0.23133790719314534	0.5207275300887754
1705916299647	1705914077	100.0	0.22675139648067513	0.07952378133050496
1705925395390	1705919196	0.5767989329776592	0.23953495308419975	0.5971948214449018
1705930483445	1705928979	0.6434811603867956	0.168980519578913	0.5413321116568331
1705960026847	1705955312	0.47677559186395463	0.2927216679710009	0.5932870952899221
1705960026847	1705957500	0.7768456152050683	0.2575148656745292	0.5128905395641566
1705960026847	1705959717	1.2102800933644546	0.09717745636031581	0.4715489356882632
1706027368287	1706024595	0.4434344781593864	0.08308056451687923	0.8379131869316572
1706035494885	1706031200	0.8101867289096365	0.16744859868555576	0.5315469845095675
1706042497437	1706041276	1.2102800933644546	0.2267967232273763	0.41607254390310056
1706042497437	1706039010	100.0	0.2236946863582552	0.08574571248241591
1706049500277	1706044313	0.6768222740913638	0.21803056767835594	0.6868911477433238
1706049500277	1706046747	0.6434811603867956	0.09058801695054232	0.5200911440626523
